"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","asv_id"
"1",1033.83261940315,4.34000549951358,1.05633310593389,4.10855768425114,3.98137767411167e-05,0.00413210125748876,"1"
"2",1044.07321663255,-1.32559286827081,0.598953961921132,-2.21317989786561,0.0268852454268238,0.233870503862667,"2"
"3",1479.28430937855,-0.657758558211667,0.628563267811937,-1.04644765593981,0.295354399974477,0.632919363151819,"3"
"4",163.604850713483,-0.841424845313944,0.618036718657777,-1.36144798506683,0.173372160662168,0.506860662861429,"4"
"5",173.866939273857,0.667619689284623,0.376209317501871,1.7745963702276,0.0759645570099847,0.370271844721668,"5"
"6",273.802724847362,-0.118629503411617,0.566297185669841,-0.209482770554998,0.834071384121405,0.93800752409319,"6"
"7",149.477371922053,1.05662876603949,0.47140065222864,2.24146649149522,0.0249958736999222,0.227622485892376,"7"
"8",44.9019370070326,5.55380903391016,1.0555992087204,5.26128571149889,1.43051542516633e-07,2.96934130395241e-05,"8"
"9",374.906966287313,-3.08185151680196,0.893353355403403,-3.44975646888382,0.000561092473735837,0.0254771051355679,"9"
"10",125.898425706307,-0.207653589593144,0.448641580118126,-0.46284963051902,0.643472153820114,0.863310285780817,"10"
"11",187.547679984769,0.518433790194194,0.247624436577427,2.0936293580706,0.0362930102144417,0.264134968095189,"11"
"12",84.0742886481009,0.0930416154286935,0.54244956964144,0.171521226369843,0.863813941522722,0.943097512299721,"12"
"13",313.178859340194,-0.0636579927291556,0.21215543484726,-0.300053556370054,0.764136304456334,0.91499535858476,"13"
"14",151.911541167177,-1.44852143295654,0.36672886825756,-3.94984294484071,7.82024896276159e-05,0.00668401278993682,"14"
"15",161.948845408992,-0.619865003839226,0.434576856069667,-1.4263645087898,0.153763152775183,0.485743492642815,"15"
"16",136.382311602211,-0.401587666566111,0.246809187501769,-1.62711797980873,0.103712043084643,0.420931839670352,"16"
"17",49.8659090544964,1.26417908572359,0.474373424953215,2.66494499738948,0.00770009157006254,0.120303581196784,"17"
"18",70.6435275042878,-1.02492464586538,1.01485983361184,-1.00991744073437,0.312534846017046,0.643523029318791,"18"
"19",34.0285898658117,-1.14905451697174,0.93925636480585,-1.22336622888817,0.221191402731653,0.569325934938382,"19"
"20",78.3475751725979,0.988452707273778,0.454672990694949,2.17398598004022,0.0297061881214931,0.242489277193986,"20"
"21",31.5218663185734,1.33245258919175,0.417436831690834,3.19198615942593,0.00141298103173693,0.0466604872525855,"21"
"22",58.7425322993754,-0.238829990878286,0.42617370978704,-0.560405265255874,0.575203041053126,0.826950278357156,"22"
"23",32.398150523486,-0.299180909022984,0.590551400713955,-0.506612817548625,0.612426513079587,0.850619887652176,"23"
"24",221.615488008764,-0.984327032336207,0.431831155937915,-2.27942569405003,0.0226417723944463,0.219323301927537,"24"
"25",95.4227543560611,0.946044540763229,0.399270621987177,2.36943188069973,0.0178154365405176,0.193177830547553,"25"
"26",110.685595382936,1.01868765841216,0.34912373927961,2.91784128032697,0.00352463708676679,0.0812904394773356,"26"
"27",46.4973987319869,-0.578800275574681,0.687120621079561,-0.842356142165121,0.399588634426374,0.704614424540682,"27"
"28",48.7282954240143,0.541954767539834,0.723422318183801,0.749154061075205,0.453764354101593,0.730953000564983,"28"
"29",42.3802653743306,-0.561696205269442,0.670153757137693,-0.838160197248633,0.40194073807804,0.705529470386585,"29"
"30",39.331008307184,-0.969812659184421,0.993119939310648,-0.976531253473367,0.328801267908271,0.651171608973604,"30"
"31",10.9679873255668,6.86481094695259,1.03354671106999,6.64199389676903,3.0946778247454e-11,1.49885562645169e-08,"31"
"32",53.2280684225345,0.928948302797129,0.368433978394018,2.52134264827137,0.0116907949237825,0.145185683968,"32"
"33",38.5178729673206,-0.122966011020109,0.372391460347041,-0.330206312748187,0.741244077234747,0.903233549691257,"33"
"34",67.7280472036383,-0.984994696040829,0.850131235243906,-1.15863840217355,0.246603608678063,0.590737321760683,"34"
"35",73.8771719434456,-0.540103263880771,0.643850388727503,-0.838864545765398,0.401545325220301,0.705529470386585,"35"
"36",134.106263547501,-1.37919948517347,0.54345224348348,-2.53784854458034,0.0111536242135701,0.143454394936791,"36"
"37",29.565576158981,4.06520675718726,0.799348273515527,5.08565151371193,3.66366217722926e-07,5.91477904834901e-05,"37"
"38",55.3748226806225,-0.895929641773485,0.681204050500777,-1.31521478933494,0.188437726111796,0.529593841470871,"38"
"39",16.9040705982991,0.257092185964526,0.808397210482173,0.31802705728188,0.750464412835815,0.905300189478785,"39"
"40",27.8884232370309,-0.42529101233078,0.410023848635244,-1.03723481877055,0.299626434671157,0.633704773264236,"40"
"41",14.8855859448437,0.51767541159572,0.738792022905043,0.700705199225272,0.483487010700971,0.75295458365328,"41"
"42",16.0419073707708,0.140815586621828,0.780109010159357,0.180507576233561,0.856754107114517,0.943097512299721,"42"
"43",15.3459894505929,0.416208290755033,0.510471777238502,0.815340454288371,0.414877458478691,0.710814854309524,"43"
"44",23.5770708590505,0.586559422235806,0.718035095108599,0.816895199456919,0.413988321422578,0.710814854309524,"44"
"45",19.6791644994757,0.111313136597591,0.630223954971554,0.176624731128501,0.859803166860237,0.943097512299721,"45"
"46",23.2374961991702,-0.363850536461576,0.678669213197718,-0.536123533211716,0.591873176792334,0.836567826730799,"46"
"47",33.9570478404865,-0.330437252837123,0.889860089618423,-0.371336187218843,0.710387148153232,0.894522267521979,"47"
"48",1.39561944667232,4.10385820296704,1.3777200642936,2.97873153576464,0.00289444256007137,0.0725929435592385,"48"
