"","FC1","FNC9","FNC12","FC11","FNC7","FNC1","FC6","FC2","FNC10","FNC8","FC4","FC12","FC7","FC10","FNC3","FC3","FNC6","FC5","FNC11","FC9","FNC5","FNC2","FNC4","FC8","taxonomy"
"5421",0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella;"
"5424",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;"
"5425",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__ODP1230B8.23;g__ODP1230B8.23FA;"
"5426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Archangiaceae;g__Stigmatella;"
"5427",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;"
"5429",0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,4,0,3,1,1,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__DA111;g__DA111FA;"
"5430",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,8,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Archangiaceae;g__Cystobacter;"
"5431",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae (Subgroup 4);g__RB41;"
"5433",0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales Incertae Sedis;g__Acidibacter;"
"5437",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;"
"5438",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus;"
"5439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;"
"5446",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;"
"5447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__ABS-19;g__ABS-19FA;"
"5452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"5453",0,0,0,3,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,9,0,1,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__OligoflexaceaeFA;"
"5456",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__uncultured-Planctomycetaceae;"
"5457",0,0,0,0,1,0,0,1,0,3,0,0,3,0,0,4,0,0,0,0,0,2,0,0,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__1959-1;g__1959-1FA;"
"5458",0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;"
"5459",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales Incertae Sedis;g__Rhizomicrobium;"
"5464",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae (Subgroup 4);g__Tellurimicrobium;"
"5465",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__KD4-96;o__KD4-96CL;f__KD4-96CL;g__KD4-96CL;"
"5466",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__XanthobacteraceaeFA;"
"5467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiales Incertae Sedis;g__Candidatus Microthrix;"
"5468",0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__uncultured-Chitinophagaceae;"
"5476",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__C0119OR;g__C0119OR;"
"5481",0,0,0,7,1,0,0,2,0,4,0,0,0,0,0,0,0,0,3,2,10,0,2,1,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Ferriphaselus;"
"5482",0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Bacteroidetes vadinHA17;o__Bacteroidetes vadinHA17CL;f__Bacteroidetes vadinHA17CL;g__Bacteroidetes vadinHA17CL;"
"5483",0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,3,0,1,0,30,0,2,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__Ferritrophicum;"
"5484",0,0,1,1,0,0,0,1,2,1,0,0,0,0,2,0,0,0,3,0,11,0,4,3,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__uncultured-Gallionellaceae;"
"5485",0,0,0,12,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,7,3,"k__Bacteria;p__Bacteroidetes;c__SB-5;o__SB-5CL;f__SB-5CL;g__SB-5CL;"
"5486",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,11,0,0,7,0,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 2;o__Subgroup 2CL;f__Subgroup 2CL;g__Subgroup 2CL;"
"5487",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__SM2D12FA;"
"5488",0,0,1,1,0,0,0,0,5,1,0,3,0,0,0,0,3,0,5,1,4,0,19,0,"k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__uncultured-Spirochaetaceae;"
"5489",0,0,1,2,0,0,0,0,0,0,0,2,6,0,0,0,0,8,0,0,3,0,2,1,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__env.OPS 17;g__env.OPS 17FA;"
"5490",0,0,0,8,0,0,2,0,2,0,0,2,0,0,0,0,4,0,3,0,4,0,5,5,"k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__uncultured-Spirochaetaceae;"
"5491",0,0,6,1,2,2,0,0,6,1,0,0,3,1,8,0,0,2,4,1,0,0,3,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__uncultured-Nitrosomonadaceae;"
"5492",0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,9,2,4,0,0,3,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus;"
"5493",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,2,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__BIrii41;g__BIrii41FA;"
"5494",0,0,3,12,0,0,2,0,7,5,0,3,1,3,0,0,15,0,1,0,5,0,5,14,"k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__uncultured-Spirochaetaceae;"
"5495",0,0,2,0,0,1,0,4,1,0,0,0,5,0,5,1,3,0,0,0,4,3,0,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__uncultured-Acidobacteriaceae (Subgroup 1);"
"5496",0,0,0,0,0,0,0,0,1,6,10,0,2,0,2,2,2,4,0,0,1,0,3,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Chitinophaga;"
"5497",0,0,0,0,0,8,2,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,1,2,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__alphaI cluster;g__alphaI clusterFA;"
"5498",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;"
"5499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,0,0,0,"k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__HolophagaceaeFA;"
"5500",0,0,29,5,0,0,0,0,0,0,0,0,1,2,3,0,11,0,0,0,5,11,6,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Perlucidibaca;"
"5501",0,0,5,2,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,4,0,0,6,3,"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured-Anaerolineaceae;"
"5503",0,0,3,0,0,0,0,0,0,2,10,0,0,0,0,0,0,2,3,0,10,0,2,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__DA111;g__DA111FA;"
"5504",0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,"k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 7;f__Subgroup 7OR;g__Subgroup 7OR;"
"5505",0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,1,4,0,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 17;o__Subgroup 17CL;f__Subgroup 17CL;g__Subgroup 17CL;"
"5506",0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Lysinimonas;"
"5507",0,0,0,1,4,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,2,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 2;o__Subgroup 2CL;f__Subgroup 2CL;g__Subgroup 2CL;"
"5508",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__JG30-KF-CM66CL;f__JG30-KF-CM66CL;g__JG30-KF-CM66CL;"
"5509",0,0,1,3,0,0,0,5,0,2,0,3,2,2,1,0,4,1,0,0,2,5,0,2,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium;"
"5510",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus;"
"5511",0,0,0,0,0,3,0,0,0,7,0,0,0,0,8,2,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylorosula;"
"5512",0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,2,0,0,0,9,8,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__env.OPS 17;g__env.OPS 17FA;"
"5513",0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,1,4,0,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__uncultured-Planctomycetaceae;"
"5514",0,0,1,0,2,0,0,0,0,3,2,0,0,0,2,3,2,0,0,0,0,2,0,0,"k__Bacteria;p__TM6 (Dependentiae);c__TM6 (Dependentiae)PH;o__TM6 (Dependentiae)PH;f__TM6 (Dependentiae)PH;g__TM6 (Dependentiae)PH;"
"5515",0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,7,0,1,0,0,1,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__DA111;g__DA111FA;"
"5516",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Bryobacter;"
"5517",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;"
"5518",0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Isosphaera;"
"5520",0,0,0,0,2,0,0,1,4,0,0,3,0,0,0,2,1,3,0,0,1,2,0,1,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__JG30a-KF-32;g__JG30a-KF-32FA;"
"5521",0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter;"
"5522",0,0,1,2,0,0,1,0,2,0,0,0,3,1,1,0,3,0,1,0,0,2,3,6,"k__Archaea;p__Woesearchaeota (DHVEG-6);c__Woesearchaeota (DHVEG-6)PH;o__Woesearchaeota (DHVEG-6)PH;f__Woesearchaeota (DHVEG-6)PH;g__Woesearchaeota (DHVEG-6)PH;"
"5523",0,0,0,0,0,0,0,2,4,0,3,0,0,0,0,0,1,0,0,2,0,2,4,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Candidatus Koribacter;"
"5524",0,0,5,0,3,2,0,2,2,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__DA111;g__DA111FA;"
"5525",0,0,2,0,0,0,0,0,5,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 6;o__Subgroup 6CL;f__Subgroup 6CL;g__Subgroup 6CL;"
"5526",0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Niastella;"
"5527",0,0,2,0,0,0,0,0,3,0,0,0,0,3,2,1,0,0,0,0,1,1,1,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura;"
"5528",0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,1,0,3,2,0,0,0,3,"k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae (Subgroup 4);g__Blastocatellaceae (Subgroup 4)FA;"
"5529",0,0,0,1,0,0,0,0,0,1,2,2,0,1,4,0,6,2,0,0,0,2,1,0,"k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae;g__Rice Cluster I;"
"5530",0,0,44,1,20,0,0,0,2,0,13,0,8,0,5,22,0,0,4,8,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Peredibacter;"
"5531",0,0,21,0,1,5,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;"
"5532",0,0,8,6,8,15,1,9,3,15,0,0,2,3,0,0,0,2,0,0,2,1,0,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylobacter;"
"5533",0,0,6,0,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter;"
"5534",0,0,5,0,2,0,0,1,2,1,4,0,1,3,3,0,0,0,0,3,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Bryobacter;"
"5535",0,0,4,0,6,0,0,0,0,0,4,0,0,0,0,5,2,0,1,2,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Peredibacter;"
"5536",0,0,4,0,0,7,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Saccharibacteria;c__SaccharibacteriaPH;o__SaccharibacteriaPH;f__SaccharibacteriaPH;g__SaccharibacteriaPH;"
"5538",0,0,3,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"5539",0,0,3,2,0,0,0,3,3,1,0,0,0,3,1,0,0,1,0,0,6,0,2,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Rhodopila;"
"5540",0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 6;o__Subgroup 6CL;f__Subgroup 6CL;g__Subgroup 6CL;"
"5541",0,0,3,0,0,0,0,0,4,0,0,4,0,0,7,1,0,0,2,2,0,0,0,4,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Acidobacterium;"
"5542",0,0,3,2,8,0,2,0,3,0,3,0,0,1,2,15,0,2,6,7,3,0,0,1,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__P3OB-42FA;"
"5543",0,0,3,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,1,0,2,2,0,1,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;"
"5544",0,0,3,0,0,0,0,0,0,0,0,25,0,0,6,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquabacterium;"
"5545",0,0,3,0,2,0,0,6,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Saccharibacteria;c__SaccharibacteriaPH;o__SaccharibacteriaPH;f__SaccharibacteriaPH;g__SaccharibacteriaPH;"
"5546",0,0,3,3,0,0,1,2,0,0,3,0,0,0,4,1,1,2,0,0,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 6;o__Subgroup 6CL;f__Subgroup 6CL;g__Subgroup 6CL;"
"5547",0,0,2,0,6,0,0,5,0,0,0,0,0,1,0,5,0,2,0,2,0,0,0,1,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Filimonas;"
"5548",0,0,2,0,3,0,0,0,1,0,0,0,1,0,3,0,1,7,0,1,1,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae;g__Lewinella;"
"5549",0,0,2,0,0,0,0,0,9,0,0,3,0,0,0,0,60,0,0,0,15,0,8,13,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae;g__Crenothrix;"
"5550",0,0,2,0,3,2,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"5551",0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1 clade;g__OM1 cladeFA;"
"5552",0,0,1,0,2,0,0,0,0,0,0,0,1,8,2,0,1,0,0,0,0,0,1,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Candidatus Koribacter;"
"5553",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__uncultured-Chitinophagaceae;"
"5554",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;"
"5555",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,5,0,3,0,0,0,0,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"5556",0,0,1,0,0,0,0,0,6,5,0,0,15,11,4,0,7,0,13,2,0,0,8,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__KD3-93;g__KD3-93FA;"
"5557",0,0,1,0,0,3,0,3,0,0,0,5,1,1,0,0,4,0,0,0,0,0,0,2,"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;"
"5569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pir4 lineage;"
"5572",0,0,0,1,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,1,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiales Incertae Sedis;g__Candidatus Odyssella;"
"5573",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;"
"5575",0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Planifilum;"
"5576",0,0,0,0,0,0,7,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dyella;"
"5577",0,0,0,4,1,0,0,2,2,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Rhodopila;"
"5580",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Taibaiella;"
"5583",0,0,0,0,0,299,0,0,0,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;"
"5588",0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Dongia;"
"5589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;"
"5591",0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,43,2,0,0,0,3,6,"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;"
"5593",0,0,0,0,2,0,0,1,4,0,2,0,0,0,0,1,0,3,1,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;"
"5594",0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;"
"5595",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Acidobacterium;"
"5597",0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__ODP1230B8.23;g__ODP1230B8.23FA;"
